Rk,Player,CleanPlayer,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Goalsper90,Assistper90,G+A,G-PKper90,G+A-PK,xG,npxG,xA,npxG+xA,xGoalsper90,xAssistper90,xG+xA,npxGper90,npxG+xAper90,TransferMarketvalue
99,Liam Cooper,Liam Cooper,sco SCO,DF,Leeds United,29-208,1991,21,21,1871,20.8,1,0,1,0,0,3,0,0.05,0,0.05,0.05,0.05,1.3,1.3,0,1.3,0.06,0,0.06,0.06,0.06,
101,Hélder Costa,Helder Costa,pt POR,MF,Leeds United,27-073,1994,19,10,929,10.3,3,3,3,0,0,0,0,0.29,0.29,0.58,0.29,0.58,1.6,1.6,0.9,2.5,0.15,0.09,0.24,0.15,0.24,
105,Stuart Dallas,Stuart Dallas,nir NIR,DFMF,Leeds United,29-341,1991,29,29,2600,28.9,5,2,5,0,0,5,0,0.17,0.07,0.24,0.17,0.24,2.9,2.9,1.6,4.5,0.1,0.06,0.16,0.1,0.16,
111,Leif Davis,Leif Davis,eng ENG,DF,Leeds United,21-073,2000,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,Raphael Dias Belloli,Raphael Dias Belloli,br BRA,MF,Leeds United,24-102,1996,24,21,1888,21,6,5,6,0,0,3,0,0.29,0.24,0.52,0.29,0.52,5.2,5.2,6,11.1,0.25,0.29,0.53,0.25,0.53,
183,Jack Harrison,Jack Harrison,eng ENG,MF,Leeds United,24-126,1996,28,26,2150,23.9,6,5,6,0,0,2,0,0.25,0.21,0.46,0.25,0.46,4.5,4.5,4.9,9.4,0.19,0.21,0.39,0.19,0.39,
192,Pablo Hernández,Pablo Hernandez,es ESP,MF,Leeds United,35-349,1985,13,2,341,3.8,0,2,0,0,0,1,0,0,0.53,0.53,0,0.53,0.9,0.9,0.6,1.6,0.24,0.17,0.41,0.24,0.41,
199,Niall Huggins,Niall Huggins,wal WAL,DF,Leeds United,20-098,2000,1,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
234,Mateusz Klich,Mateusz Klich,pl POL,MF,Leeds United,30-286,1990,29,25,2098,23.3,3,5,1,2,2,6,0,0.13,0.21,0.34,0.04,0.26,2.9,1.4,3.6,5,0.12,0.15,0.28,0.06,0.21,
235,Robin Koch,Robin Koch,de GER,DF,Leeds United,24-252,1996,12,11,909,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,0.07,0.02,0.08,0.07,0.08,
257,Diego Llorente,Diego Llorente,es ESP,DF,Leeds United,27-222,1993,7,6,541,6,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.6,1,0.07,0.09,0.16,0.07,0.16,
305,Illan Meslier,Illan Meslier,fr FRA,GK,Leeds United,21-024,2000,28,28,2520,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,
356,Kalvin Phillips,Kalvin Phillips,eng ENG,MF,Leeds United,25-114,1995,21,21,1842,20.5,0,2,0,0,0,7,0,0,0.1,0.1,0,0.1,0.3,0.3,3.1,3.4,0.01,0.15,0.16,0.01,0.16,
382,Tyler Roberts,Tyler Roberts,wal WAL,MFFW,Leeds United,22-073,1999,18,8,841,9.3,0,2,0,0,0,2,0,0,0.21,0.21,0,0.21,1,1,0.9,1.9,0.11,0.1,0.21,0.11,0.21,
391,Rodrigo,Rodrigo,es ESP,MFFW,Leeds United,30-020,1991,20,12,1063,11.8,3,1,3,0,0,2,0,0.25,0.08,0.34,0.25,0.34,3.8,3.8,1.8,5.6,0.32,0.15,0.48,0.32,0.48,
414,Jamie Shackleton,Jamie Shackleton,eng ENG,MFDF,Leeds United,21-169,1999,12,3,460,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.05,0,0.05,
439,Pascal Struijk,Pascal Struijk,nl NED,DFMF,Leeds United,21-227,1999,19,17,1512,16.8,1,0,1,0,0,2,0,0.06,0,0.06,0.06,0.06,1.8,1.8,0.1,1.9,0.11,0.01,0.11,0.11,0.11,
11,Marc Albrighton,Marc Albrighton,eng ENG,FWDF,Leicester City,31-128,1989,22,12,1247,13.9,0,4,0,0,0,2,0,0,0.29,0.29,0,0.29,1,1,3.2,4.3,0.07,0.23,0.31,0.07,0.31,
23,Daniel Amartey,Daniel Amartey,gh GHA,DF,Leicester City,26-095,1994,10,6,587,6.5,1,0,1,0,0,1,0,0.15,0,0.15,0.15,0.15,0.3,0.3,0,0.3,0.05,0,0.05,0.05,0.05,
47,Harvey Barnes,Harvey Barnes,eng ENG,FWMF,Leicester City,23-107,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.6,0.42,0.6,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,
85,Timothy Castagne,Timothy Castagne,be BEL,DF,Leicester City,25-111,1995,18,18,1535,17.1,1,2,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,0.6,0.6,1.2,1.8,0.04,0.07,0.11,0.04,0.11,
92,Hamza Choudhury,Hamza Choudhury,eng ENG,MF,Leicester City,23-176,1997,9,4,305,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.11,0,0.11,0.11,0.11,
139,Jonny Evans,Jonny Evans,nir NIR,DF,Leicester City,33-082,1988,23,23,2023,22.5,0,1,0,0,0,7,0,0,0.04,0.04,0,0.04,1.3,1.3,0.1,1.4,0.06,0.01,0.06,0.06,0.06,
150,Wesley Fofana,Wesley Fofana,fr FRA,DF,Leicester City,20-099,2000,19,18,1596,17.7,0,0,0,0,0,5,0,0,0,0,0,0,0.8,0.8,0.3,1.1,0.04,0.01,0.06,0.04,0.06,
157,Christian Fuchs,Christian Fuchs,at AUT,DF,Leicester City,34-353,1986,9,8,702,7.8,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,
173,Demarai Gray,Demarai Gray,eng ENG,FW,Leicester City,24-271,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.43,0,0.43,0.43,0.43,
202,Kelechi Iheanacho,Kelechi Iheanacho,ng NGA,FW,Leicester City,24-174,1996,16,8,727,8.1,6,0,6,0,1,0,0,0.74,0,0.74,0.74,0.74,4.6,3.8,1.7,5.5,0.57,0.21,0.78,0.47,0.68,
220,James Justin,James Justin,eng ENG,DF,Leicester City,23-031,1998,23,23,2070,23,2,1,2,0,0,4,0,0.09,0.04,0.13,0.09,0.13,1.6,1.6,1.6,3.2,0.07,0.07,0.14,0.07,0.14,
252,Khanya Leshabela,Khanya Leshabela,za RSA,MF,Leicester City,21-189,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,James Maddison,James Maddison,eng ENG,MFFW,Leicester City,24-123,1996,23,18,1628,18.1,8,5,8,0,0,4,0,0.44,0.28,0.72,0.44,0.72,3.4,3.4,3.8,7.2,0.19,0.21,0.4,0.19,0.4,
304,Nampalys Mendy,Nampalys Mendy,fr FRA,MF,Leicester City,28-276,1992,20,15,1367,15.2,0,1,0,0,0,5,0,0,0.07,0.07,0,0.07,0.1,0.1,0.3,0.4,0,0.02,0.03,0,0.03,
316,Wes Morgan,Wes Morgan,jm JAM,DF,Leicester City,37-064,1984,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,Wilfred Ndidi,Wilfred Ndidi,ng NGA,MFDF,Leicester City,24-100,1996,17,16,1402,15.6,1,3,1,0,0,3,0,0.06,0.19,0.26,0.06,0.26,0.4,0.4,1,1.4,0.03,0.06,0.09,0.03,0.09,
354,Ricardo Pereira,Ricardo Pereira,pt POR,DFFW,Leicester City,27-171,1993,10,8,728,8.1,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.05,0.02,0.07,0.05,0.07,
355,Ayoze Pérez,Ayoze Perez,es ESP,FWMF,Leicester City,27-246,1993,17,12,963,10.7,2,0,2,0,0,1,0,0.19,0,0.19,0.19,0.19,2.4,2.4,1.1,3.5,0.22,0.1,0.33,0.22,0.33,
364,Dennis Praet,Dennis Praet,be BEL,MFFW,Leicester City,26-316,1994,13,9,654,7.3,1,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,0.5,0.5,0.8,1.3,0.07,0.1,0.18,0.07,0.18,
412,Kasper Schmeichel,Kasper Schmeichel,dk DEN,GK,Leicester City,34-141,1986,29,29,2610,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
425,Islam Slimani,Islam Slimani,dz ALG,FW,Leicester City,32-281,1988,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.19,0.13,0.32,0.19,0.32,
432,Çağlar Söyüncü,Caglar Soyuncu,tr TUR,DF,Leicester City,24-307,1996,16,12,1189,13.2,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0.02,0.01,0.03,0.02,0.03,
444,Sidnei Tavares,Sidnei Tavares,pt POR,MF,Leicester City,19-178,2001,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.07,0,0.07,0.07,0.07,
451,Luke Thomas,Luke Thomas,eng ENG,DF,Leicester City,19-289,2001,6,6,405,4.5,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0.01,0.03,0.02,0.03,
452,Youri Tielemans,Youri Tielemans,be BEL,MF,Leicester City,23-323,1997,29,28,2547,28.3,6,3,4,2,2,6,0,0.21,0.11,0.32,0.14,0.25,3.5,2,2.1,4.1,0.13,0.07,0.2,0.07,0.15,
466,Cengiz Ünder,Cengiz Under,tr TUR,MFFW,Leicester City,23-255,1997,9,1,281,3.1,0,2,0,0,0,0,0,0,0.64,0.64,0,0.64,0.3,0.3,1.8,2,0.08,0.57,0.65,0.08,0.65,
468,Jamie Vardy,Jamie Vardy,eng ENG,FW,Leicester City,34-074,1987,25,22,2047,22.7,12,7,6,6,7,1,0,0.53,0.31,0.84,0.26,0.57,16,10.7,4.2,15,0.71,0.19,0.89,0.47,0.66,
5,Adrián,Adrian,es ESP,GK,Liverpool,34-082,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650000
12,Thiago Alcántara,Thiago Alcantara,es ESP,MF,Liverpool,29-349,1991,15,12,1127,12.5,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,1.1,1.5,0.03,0.09,0.12,0.03,0.12,38500000
15,Trent Alexander-Arnold,Trent Alexander Arnold,eng ENG,DF,Liverpool,22-170,1998,27,25,2221,24.7,1,3,1,0,0,1,0,0.04,0.12,0.16,0.04,0.16,1.9,1.9,4.2,6.1,0.08,0.17,0.25,0.08,0.25,110000000
17,Alisson,Alisson,br BRA,GK,Liverpool,28-175,1992,24,24,2160,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71500000
124,Virgil van Dijk,Virgil van Dijk,nl NED,DF,Liverpool,29-261,1991,5,5,370,4.1,1,0,1,0,0,1,0,0.24,0,0.24,0.24,0.24,0.3,0.3,0,0.3,0.08,0,0.08,0.08,0.08,77000000
142,Fabinho,Fabinho,br BRA,DFMF,Liverpool,27-154,1993,21,19,1757,19.5,0,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03,66000000
147,Roberto Firmino,Roberto Firmino,br BRA,FW,Liverpool,29-175,1991,27,25,2146,23.8,6,5,6,0,0,1,0,0.25,0.21,0.46,0.25,0.46,10.6,10.6,3.8,14.4,0.44,0.16,0.6,0.44,0.6,60500000
170,Joe Gomez,Joe Gomez,eng ENG,DF,Liverpool,23-307,1997,7,6,590,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38500000
190,Jordan Henderson,Jordan Henderson,eng ENG,MFDF,Liverpool,30-282,1990,21,20,1704,18.9,1,1,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,1.7,1.7,1.4,3.1,0.09,0.07,0.16,0.09,0.16,24200000
216,Curtis Jones,Curtis Jones,eng ENG,MF,Liverpool,20-055,2001,20,12,1089,12.1,1,1,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,1.4,1.4,1.1,2.4,0.11,0.09,0.2,0.11,0.2,33000000
219,Diogo Jota,Diogo Jota,pt POR,FW,Liverpool,24-112,1996,12,7,703,7.8,6,0,6,0,0,1,0,0.77,0,0.77,0.77,0.77,3,3,1.3,4.3,0.38,0.17,0.55,0.38,0.55,44000000
221,Ozan Kabak,Ozan Kabak,tr TUR,DF,Liverpool,21-001,2000,5,5,450,5,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02,27500000
228,Naby Keïta,Naby Keita,gn GUI,MF,Liverpool,26-044,1995,10,7,520,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.8,1.3,0.09,0.14,0.23,0.09,0.23,41800000
229,Caoimhín Kelleher,Caoimhin Kelleher,ie IRL,GK,Liverpool,22-123,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750000
279,Sadio Mané,Sadio Mane,sn SEN,FW,Liverpool,28-350,1992,26,24,2169,24.1,7,4,7,0,0,3,0,0.29,0.17,0.46,0.29,0.46,11.1,11.1,4,15.1,0.46,0.16,0.63,0.46,0.63,110000000
291,Joël Matip,Joel Matip,cm CMR,DF,Liverpool,29-230,1991,10,9,691,7.7,1,2,1,0,0,2,0,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1,1.7,0.08,0.14,0.22,0.08,0.22,27500000
307,James Milner,James Milner,eng ENG,MFDF,Liverpool,35-081,1986,20,8,750,8.3,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,0.2,0.2,1.1,1.3,0.02,0.13,0.16,0.02,0.16,3300000
343,Divock Origi,Divock Origi,be BEL,FW,Liverpool,25-342,1995,9,2,186,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1.1,0.44,0.11,0.55,0.44,0.55,17600000
346,Alex Oxlade-Chamberlain,Alex Oxlade Chamberlain,eng ENG,FWMF,Liverpool,27-223,1993,9,2,228,2.5,0,1,0,0,0,0,0,0,0.39,0.39,0,0.39,0.2,0.2,0.2,0.4,0.06,0.09,0.15,0.06,0.15,22000000
358,Nathaniel Phillips,Nathaniel Phillips,eng ENG,DF,Liverpool,24-005,1997,10,8,826,9.2,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.02,0.01,0.02,0.02,0.02,5500000
383,Andrew Robertson,Andrew Robertson,sco SCO,DF,Liverpool,27-015,1994,29,29,2604,28.9,1,5,1,0,0,1,0,0.03,0.17,0.21,0.03,0.21,1.3,1.3,5.2,6.4,0.04,0.18,0.22,0.04,0.22,77000000
403,Mohamed Salah,Mohamed Salah,eg EGY,FW,Liverpool,28-284,1992,28,26,2343,26,17,3,11,6,6,0,0,0.65,0.12,0.77,0.42,0.54,14.3,9.8,3.9,13.7,0.55,0.15,0.7,0.38,0.53,121000000
415,Xherdan Shaqiri,Xherdan Shaqiri,ch SUI,MFFW,Liverpool,29-167,1991,12,5,522,5.8,0,2,0,0,0,2,0,0,0.34,0.34,0,0.34,0.4,0.4,2.4,2.7,0.06,0.41,0.47,0.06,0.47,15400000
464,Kostas Tsimikas,Kostas Tsimikas,gr GRE,DF,Liverpool,24-318,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8800000
491,Georginio Wijnaldum,Georginio Wijnaldum,nl NED,MF,Liverpool,30-135,1990,29,27,2346,26.1,2,0,2,0,0,1,0,0.08,0,0.08,0.08,0.08,2.7,2.7,1.4,4.1,0.1,0.05,0.16,0.1,0.16,38500000
493,Neco Williams,Neco Williams,wal WAL,DF,Liverpool,19-347,2001,5,3,248,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.03,0.1,0.13,0.03,0.13,11000000
494,Rhys Williams,Rhys Williams,eng ENG,DF,Liverpool,20-051,2001,3,2,211,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.02,0.08,0.1,0.02,0.1,5500000
6,Sergio Agüero,Sergio Aguero,ar ARG,FW,Manchester City,32-297,1988,8,4,312,3.5,1,0,0,1,1,0,0,0.29,0,0.29,0,0,1.5,0.7,0.6,1.3,0.43,0.16,0.59,0.21,0.37,27500000
10,Nathan Aké,Nathan Ake,nl NED,DF,Manchester City,26-036,1995,6,5,470,5.2,1,0,1,0,0,3,0,0.19,0,0.19,0.19,0.19,0.1,0.1,0,0.1,0.01,0,0.02,0.01,0.02,38500000
80,João Cancelo,Joao Cancelo,pt POR,DF,Manchester City,26-303,1994,23,22,1947,21.6,1,3,1,0,0,4,0,0.05,0.14,0.18,0.05,0.18,1.7,1.7,4.4,6.1,0.08,0.2,0.28,0.08,0.28,55000000
113,Kevin De Bruyne,Kevin De Bruyne,be BEL,MF,Manchester City,29-271,1991,23,21,1820,20.2,5,11,3,2,3,1,0,0.25,0.54,0.79,0.15,0.69,9.5,7.3,8.3,15.6,0.47,0.41,0.88,0.36,0.77,110000000
121,Rúben Dias,Ruben Dias,pt POR,DF,Manchester City,23-316,1997,27,27,2393,26.6,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,2,2,0.1,2,0.07,0,0.08,0.07,0.08,77000000
134,Ederson,Ederson,br BRA,GK,Manchester City,27-221,1993,29,29,2610,29,0,1,0,0,0,2,0,0,0.03,0.03,0,0.03,0,0,0.4,0.4,0,0.02,0.02,0,0.02,61600000
145,Fernandinho,Fernandinho,br BRA,MF,Manchester City,35-326,1985,15,8,816,9.1,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.06,0.03,0.09,0.06,0.09,2750000
149,Phil Foden,Phil Foden,eng ENG,FWMF,Manchester City,20-302,2000,22,14,1340,14.9,6,5,6,0,0,0,0,0.4,0.34,0.74,0.4,0.74,4.2,4.2,3.7,7.9,0.28,0.25,0.53,0.28,0.53,77000000
160,Eric García,Eric Garcia,es ESP,DF,Manchester City,20-076,2001,4,2,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.04,0,0.04,22000000
179,İlkay Gündoğan,Ilkay Gundogan,de GER,MF,Manchester City,30-153,1990,23,20,1741,19.3,12,1,11,1,2,0,0,0.62,0.05,0.67,0.57,0.62,8.3,6.8,3.8,10.5,0.43,0.19,0.62,0.35,0.55,44000000
211,Gabriel Jesus,Gabriel Jesus,br BRA,FW,Manchester City,23-357,1997,21,15,1481,16.5,7,3,7,0,0,1,0,0.43,0.18,0.61,0.43,0.61,6.5,6.5,2.5,9,0.39,0.15,0.55,0.39,0.55,66000000
247,Aymeric Laporte,Aymeric Laporte,fr FRA,DF,Manchester City,26-303,1994,12,11,1029,11.4,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,55000000
275,Riyad Mahrez,Riyad Mahrez,dz ALG,FW,Manchester City,30-033,1991,23,19,1628,18.1,9,4,9,0,0,0,0,0.5,0.22,0.72,0.5,0.72,4.2,4.2,5.5,9.7,0.23,0.3,0.54,0.23,0.54,46200000
302,Benjamin Mendy,Benjamin Mendy,fr FRA,DF,Manchester City,26-252,1994,8,7,604,6.7,1,0,1,0,0,2,0,0.15,0,0.15,0.15,0.15,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02,24200000
390,Rodri,Rodri,es ESP,MF,Manchester City,24-277,1996,27,25,2173,24.1,1,1,0,1,1,3,0,0.04,0.04,0.08,0,0.04,1.9,1.2,1.5,2.7,0.08,0.06,0.14,0.05,0.11,77000000
421,Bernardo Silva,Bernardo Silva,pt POR,MFFW,Manchester City,26-228,1994,22,20,1719,19.1,2,3,2,0,0,3,0,0.1,0.16,0.26,0.1,0.26,2.5,2.5,2.7,5.2,0.13,0.14,0.27,0.13,0.27,77000000
433,Zack Steffen,Zack Steffen,us USA,GK,Manchester City,25-358,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600000
436,Raheem Sterling,Raheem Sterling,eng ENG,FW,Manchester City,26-108,1994,25,23,2058,22.9,9,5,9,0,1,2,0,0.39,0.22,0.61,0.39,0.61,9.8,9,3.2,12.2,0.43,0.14,0.57,0.4,0.53,110000000
438,John Stones,John Stones,eng ENG,DF,Manchester City,26-302,1994,18,18,1620,18,4,0,4,0,0,0,0,0.22,0,0.22,0.22,0.22,1.8,1.8,0.1,1.8,0.1,0,0.1,0.1,0.1,33000000
456,Ferrán Torres,Ferran Torres,es ESP,FW,Manchester City,21-025,2000,17,10,923,10.3,2,2,2,0,0,1,0,0.2,0.2,0.39,0.2,0.39,3.5,3.5,1.2,4.7,0.34,0.12,0.46,0.34,0.46,55000000
479,Kyle Walker,Kyle Walker,eng ENG,DF,Manchester City,30-302,1990,20,18,1586,17.6,1,1,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,0.2,0.2,0.5,0.8,0.01,0.03,0.04,0.01,0.04,38500000
508,Oleksandr Zinchenko,Oleksandr Zinchenko,ua UKR,DF,Manchester City,24-101,1996,14,11,1083,12,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,0.04,0.05,0.09,0.04,0.09,22000000
38,Eric Bailly,Eric Bailly,ci CIV,DF,Manchester Utd,26-348,1994,8,7,638,7.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,16500000
52,Donny van de Beek,Donny van de Beek,nl NED,MFFW,Manchester Utd,23-342,1997,13,2,322,3.6,1,0,1,0,0,1,0,0.28,0,0.28,0.28,0.28,0.3,0.3,0.1,0.4,0.07,0.03,0.11,0.07,0.11,38500000
88,Edinson Cavani,Edinson Cavani,uy URU,FW,Manchester Utd,34-040,1987,18,9,927,10.3,6,2,6,0,0,1,0,0.58,0.19,0.78,0.58,0.78,5,5,1.7,6.7,0.48,0.16,0.65,0.48,0.65,7700000
